Threads,Buyers,Sellers,WallTime,CPUtime,NumberOfTrades,QuantityTraded,AveragePrice,StdDev
220,1000000,1000000,4.76,34.23,2000000,356645,10.484635982559688,4.413896703575043
230,1000000,1000000,4.77,33.60,2000000,356053,10.496496308133901,4.406683221934789
240,1000000,1000000,4.78,34.43,2000000,357091,10.506069881346772,4.414040513795881
250,1000000,1000000,4.79,34.17,2000000,355570,10.495986725539275,4.406425760692061
260,1000000,1000000,4.77,34.33,2000000,355658,10.503208138155195,4.415467606333605
270,1000000,1000000,4.82,34.75,2000000,356595,10.499981772038307,4.421734819262042
280,1000000,1000000,4.72,33.15,2000000,356866,10.491052664025153,4.41874408515419
290,1000000,1000000,4.73,33.55,2000000,356234,10.50391596534862,4.409523213576227
300,1000000,1000000,4.75,32.76,2000000,357058,10.494457483097984,4.4126770660253705
310,1000000,1000000,4.71,32.87,2000000,356405,10.509656149605084,4.409455152234616
320,1000000,1000000,4.82,34.61,2000000,355794,10.503771845506108,4.409995409594811
330,1000000,1000000,4.79,34.80,2000000,356444,10.507134360516659,4.403380721409279
340,1000000,1000000,4.77,32.92,2000000,356250,10.507960701754387,4.4107719428956695
350,1000000,1000000,4.82,34.45,2000000,355464,10.492634978506965,4.413438568943619
360,1000000,1000000,4.78,33.56,2000000,356111,10.515131517981754,4.412769466907992
370,1000000,1000000,4.81,34.89,2000000,356626,10.49647529905279,4.412286980153899
380,1000000,1000000,4.81,33.40,2000000,356855,10.505547070939176,4.410925887350956
390,1000000,1000000,4.74,32.96,2000000,356487,10.497168199681896,4.405644291003373
400,1000000,1000000,4.68,32.46,2000000,356309,10.501253125798113,4.407308786820993
410,1000000,1000000,4.76,34.54,2000000,356320,10.504481926358329,4.4149627250971415
