Threads,Buyers,Sellers,WallTime,CPUtime,NumberOfTrades,QuantityTraded,AveragePrice,StdDev
410,1000000,1000000,15.40,121.45,2000000,117934,7.066918785083182,4.240751455568504
420,1000000,1000000,15.24,120.28,2000000,76752,7.143983218678341,4.3322276480107575
430,1000000,1000000,15.31,121.19,2000000,122785,7.049346418536466,4.226517638181593
440,1000000,1000000,14.86,117.65,2000000,18415,7.488188976377953,4.448962234836492
450,1000000,1000000,15.37,121.10,2000000,106591,7.093253651809253,4.290876895280648
460,1000000,1000000,15.45,121.51,2000000,129465,7.069053412119105,4.250766133038562
470,1000000,1000000,15.35,121.19,2000000,131768,7.04394086576407,4.236623955497623
480,1000000,1000000,15.30,121.21,2000000,134339,7.07212350843761,4.237512729299314
490,1000000,1000000,15.08,119.01,2000000,54960,7.19665211062591,4.397254005818578
500,1000000,1000000,14.96,118.45,2000000,33331,7.325612792895503,4.44504775854194
