Threads,Buyers,Sellers,WallTime,CPUtime,NumberOfTrades,QuantityTraded,AveragePrice,StdDev
1,10000,10000,0.03,0.03,20000,3500,10.592571428571429,4.336747109878485
2,10000,10000,0.03,0.07,20000,3536,10.707579185520363,4.338167730531607
5,10000,10000,0.03,0.13,20000,3592,10.533407572383073,4.386125027545175
10,10000,10000,0.03,0.18,20000,3521,10.39420619142289,4.395337205439246
20,10000,10000,0.03,0.19,20000,3659,10.408034982235584,4.456269619377973
30,10000,10000,0.03,0.20,20000,3602,10.429483620210993,4.466810832266821
40,10000,10000,0.03,0.19,20000,3534,10.448500282965478,4.43374750210218
50,10000,10000,0.03,0.18,20000,3560,10.438202247191011,4.397258478669775
60,10000,10000,0.03,0.20,20000,3566,10.34127874369041,4.428255057292256
70,10000,10000,0.03,0.21,20000,3521,10.503834138028969,4.341796020263147
80,10000,10000,0.03,0.17,20000,3570,10.573389355742297,4.360193095479495
90,10000,10000,0.03,0.23,20000,3595,10.489290681502085,4.476375185970828
100,10000,10000,0.03,0.21,20000,3595,10.444506258692629,4.398540222971954
110,10000,10000,0.03,0.20,20000,3474,10.592112838226829,4.377290816207409
120,10000,10000,0.03,0.19,20000,3510,10.434757834757836,4.426485725115761
130,10000,10000,0.03,0.16,20000,3519,10.582551861324239,4.367295658793295
140,10000,10000,0.03,0.19,20000,3454,10.51737116386798,4.313330978801291
150,10000,10000,0.03,0.19,20000,3527,10.424723561100086,4.526776831412809
160,10000,10000,0.03,0.21,20000,3566,10.509814918676389,4.3836095483753645
170,10000,10000,0.03,0.21,20000,3543,10.478408128704487,4.388337883459196
180,10000,10000,0.03,0.21,20000,3553,10.441317196735154,4.385107842120512
190,10000,10000,0.03,0.21,20000,3616,10.510232300884956,4.501102413139833
200,10000,10000,0.03,0.21,20000,3575,10.56,4.357900029748057
210,10000,10000,0.03,0.23,20000,3568,10.491031390134529,4.459257450826473
220,10000,10000,0.03,0.20,20000,3443,10.508568109207086,4.346366948165477
230,10000,10000,0.03,0.23,20000,3525,10.522553191489362,4.4044740764658945
240,10000,10000,0.03,0.22,20000,3462,10.537261698440208,4.402288983320091
250,10000,10000,0.03,0.21,20000,3577,10.529493989376572,4.387964599776625
260,10000,10000,0.03,0.21,20000,3499,10.492712203486711,4.41968426083389
270,10000,10000,0.03,0.20,20000,3570,10.456022408963586,4.422414048049602
280,10000,10000,0.03,0.21,20000,3566,10.700785193494111,4.414236111629836
290,10000,10000,0.03,0.18,20000,3526,10.545377197958025,4.3677164992665265
300,10000,10000,0.03,0.22,20000,3586,10.455939765755717,4.372015052112311
310,10000,10000,0.03,0.21,20000,3510,10.44843304843305,4.427309944993204
320,10000,10000,0.03,0.22,20000,3536,10.55118778280543,4.368614273197032
330,10000,10000,0.03,0.22,20000,3580,10.433519553072626,4.419633406176735
340,10000,10000,0.03,0.22,20000,3515,10.460028449502135,4.310221798397574
350,10000,10000,0.03,0.22,20000,3566,10.462983735277621,4.40287467782441
360,10000,10000,0.03,0.22,20000,3400,10.476764705882353,4.383840059388941
370,10000,10000,0.03,0.22,20000,3512,10.419419134396355,4.42305640632375
380,10000,10000,0.03,0.23,20000,3518,10.509380329732803,4.409168931984335
390,10000,10000,0.03,0.23,20000,3602,10.480011104941699,4.3601111807322654
400,10000,10000,0.05,0.20,20000,3531,10.563579722458227,4.389805223640762
410,10000,10000,0.04,0.23,20000,3558,10.619168071950535,4.444104253894222
420,10000,10000,0.03,0.24,20000,3494,10.483113909559245,4.455284201994871
430,10000,10000,0.03,0.24,20000,3510,10.45868945868946,4.450081250087095
440,10000,10000,0.03,0.23,20000,3478,10.514088556641749,4.447139750310684
450,10000,10000,0.03,0.22,20000,3568,10.529428251121077,4.39814517425523
460,10000,10000,0.03,0.22,20000,3452,10.517960602549246,4.395998234302437
470,10000,10000,0.03,0.22,20000,3562,10.558394160583942,4.484875955040152
480,10000,10000,0.03,0.23,20000,3495,10.443204577968526,4.398133942018019
490,10000,10000,0.03,0.22,20000,3568,10.503082959641256,4.467117064922884
500,10000,10000,0.03,0.23,20000,3527,10.53473206691239,4.410626809090178
1,100000,100000,0.45,0.45,200000,35539,10.517712935085399,4.4175770243976
2,100000,100000,0.36,0.71,200000,35559,10.466070474422791,4.408026716562346
5,100000,100000,0.30,1.35,200000,35666,10.469550832725846,4.44344000085501
10,100000,100000,0.32,2.12,200000,35765,10.51007968684468,4.414542976977883
20,100000,100000,0.32,2.31,200000,35541,10.462114177991616,4.407596389153101
30,100000,100000,0.32,2.38,200000,35565,10.545620694503022,4.392267666255017
40,100000,100000,0.31,2.39,200000,35810,10.491343200223401,4.407494196646214
50,100000,100000,0.32,2.31,200000,35496,10.487435203966644,4.422816012669548
60,100000,100000,0.32,2.36,200000,35598,10.514354739030283,4.417714319937229
70,100000,100000,0.32,2.44,200000,35657,10.506015649101158,4.412763982710817
80,100000,100000,0.32,2.28,200000,35615,10.48524498104731,4.421755045170996
